defined_class	defined_class_label	entity	entity_label
MP:0009988	"abnormal cerebellum vermis lobule I morphology"	UBERON:0004074	"cerebellum vermis lobule I"
MP:0009989	"abnormal cerebellum vermis lobule II morphology"	UBERON:0004075	"cerebellum vermis lobule II"
MP:0009990	"abnormal cerebellum vermis lobule III morphology"	UBERON:0004076	"cerebellum vermis lobule III"
MP:0009991	"abnormal cerebellum vermis lobule IV morphology"	UBERON:0004077	"cerebellum vermis lobule IV"
MP:0009992	"abnormal cerebellum vermis lobule IX morphology"	UBERON:0004078	"cerebellum vermis lobule IX"
MP:0009993	"abnormal cerebellum vermis lobule V morphology"	UBERON:0004079	"cerebellum vermis lobule V"
MP:0009994	"abnormal cerebellum vermis lobule VI morphology"	UBERON:0004080	"cerebellum vermis lobule VI"
MP:0009995	"abnormal cerebellum vermis lobule VII morphology"	UBERON:0004081	"cerebellum vermis lobule VII"
MP:0009996	"abnormal cerebellum vermis lobule VIII morphology"	UBERON:0004082	"cerebellum vermis lobule VIII"
MP:0009998	"abnormal cerebellum vermis lobule VIIa morphology"	UBERON:0005345	"cerebellum vermis lobule VIIA"
MP:0009999	"abnormal cerebellum vermis lobule VIIb morphology"	UBERON:0005346	"cerebellum vermis lobule VIIB"
MP:0009997	"abnormal cerebellum vermis lobule X morphology"	UBERON:0004083	"cerebellum vermis lobule X"
MP:0009957	"abnormal cerebellum vermis lobule morphology"	UBERON:0004070	"cerebellum vermis lobule"
MP:0000864	"abnormal cerebellum vermis morphology"	UBERON:0004720	"cerebellar vermis"
MP:0009978	"abnormal cerebellum white matter morphology"	UBERON:0002317	"white matter of cerebellum"
MP:0005537	"abnormal cerebral aqueduct morphology"	UBERON:0002289	"midbrain cerebral aqueduct"
MP:0013821	"abnormal cerebral artery morphology"	UBERON:0004449	"cerebral artery"
MP:0000788	"abnormal cerebral cortex morphology"	UBERON:0000956	"cerebral cortex"
MP:0008540	"abnormal cerebral hemisphere morphology"	UBERON:0001869	"cerebral hemisphere"
MP:0004607	"abnormal cervical atlas morphology"	UBERON:0001092	"vertebral bone 1"
MP:0004608	"abnormal cervical axis morphology"	UBERON:0001093	"vertebral bone 2"
MP:0002351	"abnormal cervical lymph node morphology"	UBERON:0002429	"cervical lymph node"
MP:0013709	"abnormal cervical mammary gland morphology"	UBERON:0005199	"cervical mammary gland"
MP:0008922	"abnormal cervical rib"	UBERON:0018144	"cervical rib"
MP:0020504	"abnormal cervical sympathetic trunk morphology"	UBERON:0034901	"cervical sympathetic nerve trunk"
MP:0003048	"abnormal cervical vertebrae morphology"	UBERON:0002413	"cervical vertebra"
MP:0030246	"abnormal cheek morphology"	UBERON:0001567	"cheek"
MP:0001001	"abnormal chemoreceptor morphology"	CL:0000206	"chemoreceptor cell"
MP:0004134	"abnormal chest morphology"	UBERON:0001443	"chest"
MP:0009028	"abnormal chiasmatic cistern morphology"	UBERON:0002898	"chiasmatic cistern"
MP:0030243	"abnormal chin morphology"	UBERON:0008199	"chin"
MP:0012236	"abnormal cholangiocyte morphology"	CL:1000488	"cholangiocyte"
MP:0001038	"abnormal cholinergic neuron morphology"	CL:0000108	"cholinergic neuron"
MP:0000166	"abnormal chondrocyte morphology"	CL:0000138	"chondrocyte"
MP:0010608	"abnormal chordae tendineae morphology"	UBERON:0005994	"chorda tendineae"
MP:0012271	"abnormal chordamesoderm morphology"	UBERON:0004880	"chordamesoderm"
MP:0002836	"abnormal chorion morphology"	UBERON:0003124	"chorion"
MP:0004560	"abnormal chorionic plate morphology"	UBERON:0004027	"chorionic plate"
MP:0000820	"abnormal choroid plexus morphology"	UBERON:0001886	"choroid plexus"
MP:0003702	"abnormal chromosome morphology"	GO:0005694	"chromosome"
MP:0005099	"abnormal ciliary body morphology"	UBERON:0001775	"ciliary body"
MP:0014175	"abnormal ciliary epithelium morphology"	UBERON:0001778	"ciliary epithelium"
MP:0004990	"abnormal ciliary ganglion morphology"	UBERON:0002058	"main ciliary ganglion"
MP:0013202	"abnormal cilium morphology"	GO:0005929	"cilium"
MP:0020749	"abnormal cingulate cortex morphology"	UBERON:0003027	"cingulate cortex"
MP:0004167	"abnormal cingulate gyrus morphology"	UBERON:0002967	"cingulate gyrus"
MP:0008232	"abnormal cingulum morphology"	UBERON:0003961	"cingulum of brain"
MP:0014016	"abnormal circle of Willis morphology"	UBERON:0003709	"circle of Willis"
MP:0013562	"abnormal circumventricular organ morphology"	UBERON:0005408	"circumventricular organ"
MP:0005298	"abnormal clavicle morphology"	UBERON:0001105	"clavicle bone"
MP:0011849	"abnormal clitoral bone morphology"	UBERON:0006440	"os clitoris"
MP:0003127	"abnormal clitoris morphology"	UBERON:0002411	"clitoris"
MP:0011836	"abnormal cloacal fold morphology"	UBERON:0012292	"embryonic cloacal fold"
MP:0011837	"abnormal cloacal membrane morphology"	UBERON:0006217	"cloacal membrane"
MP:0001510	"abnormal coat appearance"	UBERON:0010166	"coat of hair"
MP:0010114	"abnormal coccyx morphology"	UBERON:0006068	"bone of tail"
MP:0000031	"abnormal cochlea morphology"	UBERON:0001844	"cochlea"
MP:0012490	"abnormal cochlear VIII nucleus morphology"	UBERON:0001720	"cochlear nucleus"
MP:0004598	"abnormal cochlear basement membrane morphology"	UBERON:0011922	"cochlear basement membrane"
MP:0002855	"abnormal cochlear ganglion morphology"	UBERON:0000395	"cochlear ganglion"
MP:0002622	"abnormal cochlear hair cell morphology"	CL:0000202	"auditory hair cell"
MP:0004393	"abnormal cochlear inner hair cell morphology"	CL:0000589	"cochlear inner hair cell"
MP:0004426	"abnormal cochlear labyrinth morphology"	UBERON:0002499	"cochlear labyrinth"
MP:0004716	"abnormal cochlear nerve morphology"	UBERON:0004727	"cochlear nerve"
MP:0004399	"abnormal cochlear outer hair cell morphology"	CL:0000601	"outer hair cell"
MP:0003308	"abnormal cochlear sensory epithelium morphology"	UBERON:0006937	"inner ear epithelium"
MP:0000495	"abnormal colon morphology"	UBERON:0001155	"colon"
MP:0012025	"abnormal comma shaped body morphology"	UBERON:0004198	"comma-shaped body"
MP:0009495	"abnormal common bile duct morphology"	UBERON:0001174	"common bile duct"
MP:0004786	"abnormal common cardinal vein morphology"	UBERON:0002064	"common cardinal vein"
MP:0012729	"abnormal common carotid artery morphology"	UBERON:0010197	"trunk of common carotid artery"
MP:0004922	"abnormal common crus morphology"	UBERON:0005600	"crus commune"
MP:0009496	"abnormal common hepatic duct morphology"	UBERON:0001175	"common hepatic duct"
MP:0013990	"abnormal common iliac artery morphology"	UBERON:0001191	"common iliac artery"
MP:0008249	"abnormal common lymphocyte progenitor cell morphology"	CL:0000051	"common lymphoid progenitor"
MP:0006410	"abnormal common myeloid progenitor cell morphology"	CL:0000049	"common myeloid progenitor"
MP:0011211	"abnormal common peroneal nerve morphology"	UBERON:0001324	"common fibular nerve"
MP:0003797	"abnormal compact bone morphology"	UBERON:0001439	"compact bone tissue"
MP:0013461	"abnormal conjunctiva fornix morphology"	UBERON:0010307	"conjunctival fornix"
MP:0001310	"abnormal conjunctiva morphology"	UBERON:0001811	"conjunctiva"
MP:0013744	"abnormal conjunctival sac morphology"	UBERON:0005908	"conjunctival sac"
MP:0010585	"abnormal conotruncal ridge morphology"	UBERON:0005967	"conotruncal ridge"
MP:0010583	"abnormal conotruncus morphology"	UBERON:0006060	"conotruncus"
MP:0010000	"abnormal copula pyramidis morphology"	UBERON:0005347	"copula pyramidis"
MP:0003093	"abnormal cornea anterior stroma morphology"	UBERON:0003952	"anterior stroma of cornea"
MP:0013477	"abnormal cornea limbus morphology"	UBERON:0006761	"corneo-scleral junction"
MP:0001312	"abnormal cornea morphology"	UBERON:0000964	"cornea"
MP:0003094	"abnormal cornea posterior stroma morphology"	UBERON:0003953	"posterior stroma of cornea"
MP:0005301	"abnormal corneal endothelium morphology"	UBERON:0001985	"corneal endothelium"
MP:0006000	"abnormal corneal epithelium morphology"	UBERON:0001772	"corneal epithelium"
MP:0011650	"abnormal corneal stroma collagen fibril morphology"	UBERON:0011865	"corneal stroma collagen fibril"
MP:0005300	"abnormal corneal stroma morphology"	UBERON:0001777	"substantia propria of cornea"
MP:0009594	"abnormal corneocyte envelope morphology"	GO:0001533	"cornified envelope"
MP:0030605	"abnormal corneocyte morphology"	CL:0002153	"corneocyte"
MP:0003840	"abnormal coronal suture morphology"	UBERON:0002489	"coronal suture"
MP:0004111	"abnormal coronary artery morphology"	UBERON:0001621	"coronary artery"
MP:0010436	"abnormal coronary sinus morphology"	UBERON:0005438	"coronary sinus"
MP:0010491	"abnormal coronary sinus valve morphology"	UBERON:0004150	"coronary sinus valve"
MP:0010453	"abnormal coronary vein morphology"	UBERON:0004148	"cardiac vein"
MP:0010551	"abnormal coronary vessel morphology"	UBERON:0005985	"coronary vessel"
MP:0000899	"abnormal corpora quadrigemina morphology"	UBERON:0002259	"corpora quadrigemina"
MP:0000780	"abnormal corpus callosum morphology"	UBERON:0002336	"corpus callosum"
MP:0002679	"abnormal corpus luteum morphology"	UBERON:0002512	"corpus luteum"
MP:0008457	"abnormal cortical intermediate zone morphology"	UBERON:0004040	"cortical intermediate zone"
MP:0000792	"abnormal cortical marginal zone morphology"	UBERON:0010403	"brain marginal zone"
MP:0008439	"abnormal cortical plate morphology"	UBERON:0005343	"cortical plate"
MP:0008458	"abnormal cortical ventricular zone morphology"	UBERON:0004922	"postnatal subventricular zone"
MP:0002878	"abnormal corticospinal tract morphology"	UBERON:0002707	"corticospinal tract"
MP:0008327	"abnormal corticotroph morphology"	CL:0000467	"adrenocorticotropic hormone secreting cell"
MP:0006432	"abnormal costal cartilage morphology"	UBERON:0002236	"costal cartilage"
MP:0020375	"abnormal costotransverse joint morphology"	UBERON:0011967	"costotransverse joint"
MP:0008149	"abnormal costovertebral joint morphology"	UBERON:0002292	"costovertebral joint"
MP:0030464	"abnormal cranial cartilage morphology"	UBERON:0003933	"cranial cartilage"
MP:0030076	"abnormal cranial cavity morphology"	UBERON:0013411	"cranial cavity"
MP:0030310	"abnormal cranial foramen morphology"	UBERON:0013685	"foramen of skull"
MP:0030272	"abnormal cranial foramen ovale morphology"	UBERON:0001698	"foramen ovale of skull"
MP:0030306	"abnormal cranial fossa morphology"	UBERON:0008789	"cranial fossa"
MP:0001081	"abnormal cranial ganglia morphology"	UBERON:0001714	"cranial ganglion"
MP:0001056	"abnormal cranial nerve morphology"	UBERON:0001785	"cranial nerve"
MP:0012754	"abnormal cranial neural crest cell morphology"	CL:0000008	"migratory cranial neural crest cell"
MP:0002835	"abnormal cranial suture morphology"	UBERON:0003685	"cranial suture"
MP:0009077	"abnormal cranial vagina morphology"	UBERON:0003974	"upper part of vagina"
MP:0002116	"abnormal craniofacial bone morphology"	UBERON:0003457	"head bone"
MP:0030229	"abnormal craniofacial suture morphology"	UBERON:0009198	"craniofacial suture"
MP:0000438	"abnormal cranium morphology"	UBERON:0003128	"cranium"
MP:0011833	"abnormal cremaster muscle morphology"	UBERON:0008488	"cremaster muscle"
MP:0030304	"abnormal cribriform plate morphology"	UBERON:0004546	"cribriform plate"
MP:0002258	"abnormal cricoid cartilage morphology"	UBERON:0002375	"cricoid cartilage"
MP:0004249	"abnormal crista ampullaris morphology"	UBERON:0004721	"crista ampullaris"
MP:0004409	"abnormal crista ampullaris neuroepithelium morphology"	UBERON:0006935	"crista ampullaris neuroepithelium"
MP:0010495	"abnormal crista terminalis morphology"	UBERON:0005979	"crista terminalis"
MP:0000490	"abnormal crypts of Lieberkuhn morphology"	UBERON:0001983	"crypt of Lieberkuhn"
MP:0008418	"abnormal cutaneous elastic fiber morphology"	UBERON:0003967	"cutaneous elastic tissue"
MP:0008419	"abnormal cutaneous microfibril morphology"	UBERON:0004034	"cutaneous microfibril"
MP:0000973	"abnormal cutaneous/subcutaneous mechanoreceptor morphology"	CL:0002487	"cutaneous/subcutaneous mechanoreceptor cell"
MP:0010015	"abnormal cuticular plate morphology"	GO:0032437	"cuticular plate"
MP:0009493	"abnormal cystic duct morphology"	UBERON:0001152	"cystic duct"
MP:0012529	"abnormal decidua basalis morphology"	UBERON:0000453	"decidua basalis"
MP:0012530	"abnormal decidua capsularis morphology"	UBERON:0004547	"decidua capsularis"
MP:0004353	"abnormal deltoid tuberosity morphology"	UBERON:0002498	"deltopectoral crest"
MP:0008143	"abnormal dendrite morphology"	GO:0030425	"dendrite"
MP:0005461	"abnormal dendritic cell morphology"	CL:0000451	"dendritic cell"
MP:0013407	"abnormal dendritic epidermal T cell morphology"	CL:0000916	"dendritic epidermal T cell"
MP:0009936	"abnormal dendritic spine morphology"	GO:0043197	"dendritic spine"
MP:0030508	"abnormal dental epithelium morphology"	UBERON:0003843	"dental epithelium"
MP:0030506	"abnormal dental follicle morphology"	UBERON:0008969	"dental follicle"
MP:0012163	"abnormal dental mesenchyme morphology"	UBERON:0003856	"uncondensed odontogenic mesenchyme"
MP:0030507	"abnormal dental papilla morphology"	UBERON:0001763	"odontogenic papilla"
MP:0002819	"abnormal dental pulp cavity morphology"	UBERON:0002487	"tooth cavity"
MP:0013250	"abnormal dental pulp morphology"	UBERON:0001754	"dental pulp"
MP:0000812	"abnormal dentate gyrus morphology"	UBERON:0001885	"dentate gyrus of hippocampal formation"
MP:0002818	"abnormal dentin morphology"	UBERON:0001751	"dentine"
MP:0030492	"abnormal dentoalveolar joint morphology"	UBERON:0001035	"dento-alveolar joint"
MP:0001243	"abnormal dermal layer morphology"	UBERON:0002067	"dermis"
MP:0009386	"abnormal dermal melanocyte morphology"	CL:0002482	"dermal melanocyte"
MP:0003940	"abnormal dermatome morphology"	UBERON:0004016	"dermatome"
MP:0005081	"abnormal dermis reticular layer morphology"	UBERON:0001993	"reticular layer of dermis"
MP:0009869	"abnormal descending aorta morphology"	UBERON:0001514	"descending aorta"
MP:0009868	"abnormal descending thoracic aorta morphology"	UBERON:0002345	"descending thoracic aorta"
MP:0002279	"abnormal diaphragm morphology"	UBERON:0001103	"diaphragm"
MP:0030536	"abnormal diastema morphology"	UBERON:0012111	"diastema"
MP:0000830	"abnormal diencephalon morphology"	UBERON:0001894	"diencephalon"
MP:0000462	"abnormal digestive system morphology"	UBERON:0001007	"digestive system"
MP:0002110	"abnormal digit morphology"	UBERON:0002544	"digit"
MP:0004757	"abnormal distal convoluted tubule morphology"	UBERON:0001292	"distal convoluted tubule"
MP:0010126	"abnormal distal visceral endoderm morphology"	UBERON:0004878	"distal visceral endoderm"
MP:0003243	"abnormal dopaminergic neuron morphology"	CL:0000700	"dopaminergic neuron"
MP:0004787	"abnormal dorsal aorta morphology"	UBERON:0010190	"pair of dorsal aortae"
MP:0010548	"abnormal dorsal mesocardium morphology"	UBERON:0005601	"dorsal mesocardium"
MP:0013866	"abnormal dorsal pancreas morphology"	UBERON:0003923	"dorsal pancreatic bud"
MP:0000961	"abnormal dorsal root ganglion morphology"	UBERON:0000044	"dorsal root ganglion"
MP:0003994	"abnormal dorsal spinal root morphology"	UBERON:0002261	"dorsal root of spinal cord"
MP:0004102	"abnormal dorsal striatum morphology"	UBERON:0005383	"caudate-putamen"
MP:0008219	"abnormal dorsal telencephalic commissure morphology"	UBERON:0005340	"dorsal telencephalic commissure"
MP:0002407	"abnormal double-negative T cell morphology"	CL:0002489	"double negative thymocyte"
MP:0002408	"abnormal double-positive T cell morphology"	CL:0000809	"double-positive, alpha-beta thymocyte"
MP:0012309	"abnormal ductus caroticus morphology"	UBERON:0010198	"carotid duct"
MP:0013873	"abnormal ductus venosus morphology"	UBERON:0002083	"ductus venosus"
MP:0013796	"abnormal duodenal goblet cell morphology"	CL:1000324	"duodenal goblet cell"
MP:0013482	"abnormal duodenum crypts of Lieberkuhn morphology"	UBERON:0013482	"crypt of Lieberkuhn of duodenum"
MP:0003271	"abnormal duodenum morphology"	UBERON:0002114	"duodenum"
MP:0013924	"abnormal dural venous sinus morphology"	UBERON:0005486	"venous dural sinus"
MP:0003677	"abnormal ear lobe morphology"	UBERON:0001847	"lobule of pinna"
MP:0002102	"abnormal ear morphology"	UBERON:0001690	"ear"
MP:0005019	"abnormal early pro-B cell"	CL:0002046	"early pro-B cell"
MP:0014139	"abnormal ectoderm morphology"	UBERON:0000924	"ectoderm"
MP:0006302	"abnormal ectomesenchyme morphology"	UBERON:0004031	"head ectomesenchyme"
MP:0011202	"abnormal ectoplacental cavity morphology"	UBERON:0008851	"ectoplacental cavity"
MP:0002435	"abnormal effector T cell morphology"	CL:0000911	"effector T cell"
MP:0010843	"abnormal effector memory CD4-positive, alpha-beta T cell morphology"	CL:0000905	"effector memory CD4-positive, alpha-beta T cell"
MP:0010849	"abnormal effector memory CD8-positive, alpha-beta T cell number"	CL:0000913	"effector memory CD8-positive, alpha-beta T cell"
MP:0002350	"abnormal efferent lymphatic vessel morphology"	UBERON:0010397	"efferent lymphatic vessel"
MP:0003085	"abnormal egg cylinder morphology"	UBERON:0004013	"egg cylinder"
MP:0006430	"abnormal elastic cartilage morphology"	UBERON:0001996	"elastic cartilage tissue"
MP:0013945	"abnormal elbow joint morphology"	UBERON:0001490	"elbow joint"
MP:0014134	"abnormal embryo morphology"	UBERON:0000922	"embryo"
MP:0004576	"abnormal embryonic autopod plate morphology"	UBERON:0010130	"embryonic autopod plate"
MP:0010115	"abnormal embryonic cloaca morphology"	UBERON:0000163	"embryonic cloaca"
MP:0003886	"abnormal embryonic epiblast morphology"	UBERON:0008780	"inner cell mass derived epiblast"
MP:0004230	"abnormal embryonic erythrocyte morphology"	CL:0002355	"primitive red blood cell"
MP:0020495	"abnormal embryonic lymph sac morphology"	UBERON:0034953	"embryonic lymph sac"
MP:0004261	"abnormal embryonic neuroepithelium morphology"	UBERON:0004022	"germinal neuroepithelium"
MP:0002085	"abnormal embryonic tissue morphology"	UBERON:0005291	"embryonic tissue"
MP:0003890	"abnormal embryonic-extraembryonic boundary morphology"	UBERON:0004015	"embryonic-extraembryonic boundary"
MP:0004274	"abnormal embryonic/fetal subventricular zone morphology"	UBERON:0004023	"ganglionic eminence"
MP:0010864	"abnormal enamel knot morphology"	UBERON:0008866	"enamel knot"
MP:0002576	"abnormal enamel morphology"	UBERON:0001752	"enamel"
MP:0010747	"abnormal enamel organ morphology"	UBERON:0005176	"tooth enamel organ"
MP:0003974	"abnormal endocardium morphology"	UBERON:0002165	"endocardium"
MP:0013560	"abnormal endocrine gland morphology"	UBERON:0002368	"endocrine gland"
MP:0009165	"abnormal endocrine pancreas morphology"	UBERON:0000016	"endocrine pancreas"
MP:0014140	"abnormal endoderm morphology"	UBERON:0000925	"endoderm"
MP:0006011	"abnormal endolymphatic duct morphology"	UBERON:0001860	"endolymphatic duct"
MP:0009094	"abnormal endometrial gland morphology"	UBERON:0002451	"endometrial gland"
MP:0004896	"abnormal endometrium morphology"	UBERON:0001295	"endometrium"
MP:0009378	"abnormal endoplasmic reticulum morphology"	GO:0005783	"endoplasmic reticulum"
MP:0001047	"abnormal enteric cholinergic neuron morphology"	UBERON:0010406	"cholinergic enteric nerve"
MP:0001045	"abnormal enteric ganglia morphology"	UBERON:0001809	"enteric ganglion"
MP:0001044	"abnormal enteric nervous system morphology"	UBERON:0002005	"enteric nervous system"
MP:0001046	"abnormal enteric neuron morphology"	UBERON:0010380	"enteric nerve"
MP:0000479	"abnormal enterocyte morphology"	CL:0000584	"enterocyte"
MP:0004141	"abnormal enteroendocrine cell morphology"	CL:0000164	"enteroendocrine cell"
MP:0006300	"abnormal entorhinal cortex morphology"	UBERON:0002728	"entorhinal cortex"
MP:0005061	"abnormal eosinophil morphology"	CL:0000771	"eosinophil"
MP:0004248	"abnormal epaxial muscle morphology"	UBERON:0008778	"epaxial musculature"
MP:0002653	"abnormal ependyma morphology"	UBERON:0004670	"ependyma"
MP:0003057	"abnormal epicardium morphology"	UBERON:0002425	"visceral serous pericardium"
MP:0001216	"abnormal epidermal layer morphology"	UBERON:0001003	"skin epidermis"
MP:0011004	"abnormal epidermal stem cell morphology"	CL:1000428	"stem cell of epidermis"
MP:0011159	"abnormal epidermal-dermal junction morphology"	UBERON:0008877	"epidermal-dermal junction"
MP:0001231	"abnormal epidermis stratum basale morphology"	UBERON:0002025	"stratum basale of epidermis"
MP:0001240	"abnormal epidermis stratum corneum morphology"	UBERON:0002027	"stratum corneum of epidermis"
MP:0001239	"abnormal epidermis stratum granulosum morphology"	UBERON:0002069	"stratum granulosum of epidermis"
MP:0009610	"abnormal epidermis stratum lucidum morphology"	UBERON:0002071	"stratum lucidum of epidermis"
MP:0001236	"abnormal epidermis stratum spinosum morphology"	UBERON:0002026	"stratum spinosum of epidermis"
MP:0001233	"abnormal epidermis suprabasal layer morphology"	UBERON:0010402	"epidermis suprabasal layer"
MP:0004933	"abnormal epididymis epithelium morphology"	UBERON:0004544	"epididymis epithelium"
MP:0002631	"abnormal epididymis morphology"	UBERON:0001301	"epididymis"
MP:0010371	"abnormal epiglottis morphology"	UBERON:0000388	"epiglottis"
MP:0006395	"abnormal epiphyseal plate morphology"	UBERON:0002516	"epiphyseal plate"
MP:0000840	"abnormal epithalamus morphology"	UBERON:0001899	"epithalamus"
MP:0011176	"abnormal erythroblast morphology"	CL:0000765	"erythroblast"
MP:0002447	"abnormal erythrocyte morphology"	CL:0000232	"erythrocyte"
MP:0013659	"abnormal erythroid lineage cell morphology"	CL:0000764	"erythroid lineage cell"
MP:0008801	"abnormal erythroid progenitor cell morphology"	CL:0000038	"erythroid progenitor cell"
MP:0000468	"abnormal esophageal epithelium morphology"	UBERON:0001976	"epithelium of esophagus"
MP:0003159	"abnormal esophageal smooth muscle morphology"	UBERON:0002112	"smooth muscle of esophagus"
MP:0000469	"abnormal esophageal squamous epithelium morphology"	UBERON:0006920	"esophagus squamous epithelium"
MP:0000467	"abnormal esophagus morphology"	UBERON:0001043	"esophagus"
MP:0000100	"abnormal ethmoid bone morphology"	UBERON:0001679	"ethmoid bone"
MP:0002245	"abnormal ethmoid sinus morphology"	UBERON:0002453	"ethmoid sinus"
MP:0020357	"abnormal excitatory synapse morphology"	GO:0060076	"excitatory synapse"
MP:0000080	"abnormal exoccipital bone morphology"	UBERON:0001693	"exoccipital bone"
MP:0013558	"abnormal exocrine gland morphology"	UBERON:0002365	"exocrine gland"
MP:0005220	"abnormal exocrine pancreas morphology"	UBERON:0000017	"exocrine pancreas"
MP:0013440	"abnormal exorbital lacrimal gland morphology"	UBERON:0019325	"exorbital lacrimal gland"
MP:0004246	"abnormal extensor digitorum longus morphology"	UBERON:0001386	"extensor digitorum longus"
MP:0012731	"abnormal external carotid artery morphology"	UBERON:0001070	"external carotid artery"
MP:0003126	"abnormal external female genitalia morphology"	UBERON:0005056	"external female genitalia"
MP:0009199	"abnormal external male genitalia morphology"	UBERON:0004053	"external male genitalia"
MP:0002235	"abnormal external nares morphology"	UBERON:0005928	"external naris"
MP:0011796	"abnormal external urethral orifice morphology"	UBERON:0012240	"urethral meatus"
MP:0013258	"abnormal extracellular matrix morphology"	GO:0031012	"extracellular matrix"
MP:0011200	"abnormal extraembryonic coelom morphology"	UBERON:0003888	"extraembryonic coelomic cavity"
MP:0010736	"abnormal extraembryonic ectoderm morphology"	UBERON:0004366	"extraembryonic ectoderm"
MP:0014135	"abnormal extraembryonic mesoderm morphology"	UBERON:0005728	"extraembryonic mesoderm"
MP:0002086	"abnormal extraembryonic tissue morphology"	UBERON:0000478	"extraembryonic structure"
MP:0011302	"abnormal extraglomerular mesangial cell morphology"	CL:0002173	"extraglomerular mesangial cell"
MP:0011340	"abnormal extraglomerular mesangium morphology"	UBERON:0002321	"extraglomerular mesangium"
MP:0009498	"abnormal extrahepatic bile duct morphology"	UBERON:0003703	"extrahepatic bile duct"
MP:0005247	"abnormal extraocular muscle morphology"	UBERON:0001601	"extra-ocular muscle"
MP:0030209	"abnormal extrinsic tongue muscle morphology"	UBERON:0001575	"extrinsic muscle of tongue"
MP:0005205	"abnormal eye anterior chamber morphology"	UBERON:0001766	"anterior chamber of eyeball"
MP:0002092	"abnormal eye morphology"	UBERON:0000019	"camera-type eye"
MP:0003686	"abnormal eye muscle morphology"	UBERON:0004277	"eye muscle"
MP:0005299	"abnormal eye posterior chamber morphology"	UBERON:0001767	"posterior chamber of eyeball"
MP:0013895	"abnormal eyelid cilium morphology"	UBERON:0001702	"eyelash"
MP:0013745	"abnormal eyelid margin morphology"	UBERON:0034772	"margin of eyelid"
MP:0001340	"abnormal eyelid morphology"	UBERON:0001711	"eyelid"
MP:0030172	"abnormal eyelid muscle morphology"	UBERON:0003660	"eyelid muscle"
MP:0003743	"abnormal facial morphology"	UBERON:0001456	"face"
MP:0000909	"abnormal facial motor nucleus morphology"	UBERON:0000127	"facial nucleus"
MP:0030039	"abnormal facial muscle morphology"	UBERON:0001577	"facial muscle"
MP:0001071	"abnormal facial nerve morphology"	UBERON:0001647	"facial nerve"
MP:0030531	"abnormal facial skin morphology"	UBERON:1000021	"skin of face"
MP:0030230	"abnormal facial suture morphology"	UBERON:0009199	"facial suture"
MP:0009115	"abnormal fat cell morphology"	CL:0000136	"fat cell"
MP:0005334	"abnormal fat pad morphology"	UBERON:0003916	"fat pad"
MP:0009208	"abnormal female genitalia morphology"	UBERON:0003134	"female reproductive organ"
MP:0006361	"abnormal female germ cell morphology"	CL:0000021	"female germ cell"
MP:0008015	"abnormal female inguinal canal morphology"	UBERON:0004353	"female inguinal canal"
MP:0011834	"abnormal female preputial gland morphology"	UBERON:0005302	"female preputial gland"
MP:0013324	"abnormal female reproductive gland morphology"	UBERON:0005398	"female reproductive gland"
MP:0001119	"abnormal female reproductive system morphology"	UBERON:0000474	"female reproductive system"
MP:0011780	"abnormal female urethra morphology"	UBERON:0001334	"female urethra"
MP:0011842	"abnormal female urethral crest morphology"	UBERON:0012298	"female urethral crest"
MP:0011793	"abnormal female urethral gland morphology"	UBERON:0010145	"paraurethral gland"
MP:0000559	"abnormal femur morphology"	UBERON:0000981	"femur"
MP:0006107	"abnormal fetal atrioventricular canal morphology"	UBERON:0002087	"atrioventricular canal"
MP:0008788	"abnormal fetal cardiomyocyte morphology"	CL:0002495	"fetal cardiomyocyte"
MP:0011240	"abnormal fetal derived definitive erythrocyte morphology"	CL:0002357	"fetal derived definitive erythrocyte"
MP:0010564	"abnormal fetal ductus arteriosus morphology"	UBERON:0005440	"ductus arteriosus"
MP:0011246	"abnormal fetal liver hematopoietic progenitor cell morphology"	CL:0002353	"fetal liver hematopoietic progenitor cell"
MP:0006431	"abnormal fibrocartilage morphology"	UBERON:0001995	"fibrocartilage"
MP:0002187	"abnormal fibula morphology"	UBERON:0001446	"fibula"
MP:0010355	"abnormal first pharyngeal arch artery morphology"	UBERON:0003118	"pharyngeal arch artery 1"
MP:0006337	"abnormal first pharyngeal arch morphology"	UBERON:0004362	"pharyngeal arch 1"
MP:0013222	"abnormal first pharyngeal pouch morphology"	UBERON:0007122	"pharyngeal pouch 1"
MP:0009961	"abnormal flocculonodular lobe morphology"	UBERON:0003012	"flocculonodular lobe"
MP:0010006	"abnormal flocculus morphology"	UBERON:0001063	"flocculus"
MP:0000925	"abnormal floor plate morphology"	UBERON:0003079	"floor plate"
MP:0009840	"abnormal foam cell morphology"	CL:0000891	"foam cell"
MP:0008172	"abnormal follicular B cell morphology"	CL:0000843	"follicular B cell"
MP:0008196	"abnormal follicular dendritic cell morphology"	CL:0000442	"follicular dendritic cell"
MP:0013341	"abnormal folliculo-stellate cell morphology"	CL:0000642	"folliculostellate cell"
MP:0000084	"abnormal fontanelle morphology"	UBERON:0002221	"fontanelle"
MP:0000574	"abnormal foot pad morphology"	UBERON:0008838	"metapodial pad"
MP:0010941	"abnormal foramen magnum morphology"	UBERON:0003687	"foramen magnum"
MP:0030271	"abnormal foramen rotundum morphology"	UBERON:0005446	"foramen rotundum"
MP:0000783	"abnormal forebrain morphology"	UBERON:0001890	"forebrain"
