defined_class	defined_class_label	entity	entity_label
MP:0008887	"abnormal splicing factor domain morphology"	GO:0016607	"nuclear speck"
MP:0008959	"abnormal spongiotrophoblast cell morphology"	CL:0002499	"spongiotrophoblast cell"
MP:0004255	"abnormal spongiotrophoblast layer morphology"	UBERON:0004021	"spongiotrophoblast layer"
MP:0003844	"abnormal squamoparietal suture morphology"	UBERON:0003954	"squamoparietal suture"
MP:0004665	"abnormal stapedial artery morphology"	UBERON:0006345	"stapedial artery"
MP:0030157	"abnormal stapedius muscle morphology"	UBERON:0001599	"stapedius muscle"
MP:0030400	"abnormal stapes annular ligament morphology"	UBERON:0018161	"annular ligament of stapes"
MP:0004290	"abnormal stapes footplate morphology"	UBERON:0002496	"stapes base"
MP:0005107	"abnormal stapes morphology"	UBERON:0001687	"stapes bone"
MP:0001017	"abnormal stellate ganglion morphology"	UBERON:0002441	"cervicothoracic ganglion"
MP:0004322	"abnormal sternebra morphology"	UBERON:0002208	"sternebra"
MP:0008148	"abnormal sternocostal joint morphology"	UBERON:0001998	"sternocostal joint"
MP:0012512	"abnormal sternum body morphology"	UBERON:0006820	"body of sternum"
MP:0008785	"abnormal sternum manubrium morphology"	UBERON:0002205	"manubrium of sternum"
MP:0000157	"abnormal sternum morphology"	UBERON:0000975	"sternum"
MP:0010798	"abnormal stomach cardiac region morphology"	UBERON:0001162	"cardia of stomach"
MP:0010803	"abnormal stomach enteroendocrine cell morphology"	CL:1001517	"stomach enteroendocrine cell"
MP:0000471	"abnormal stomach epithelium morphology"	UBERON:0001276	"epithelium of stomach"
MP:0010778	"abnormal stomach fundus morphology"	UBERON:0001160	"fundus of stomach"
MP:0000473	"abnormal stomach glandular epithelium morphology"	UBERON:0006924	"stomach glandular epithelium"
MP:0013578	"abnormal stomach glandular region morphology"	UBERON:0011953	"stomach glandular region"
MP:0010789	"abnormal stomach mesentery morphology"	UBERON:0003281	"mesentery of stomach"
MP:0000470	"abnormal stomach morphology"	UBERON:0000945	"stomach"
MP:0010792	"abnormal stomach mucosa morphology"	UBERON:0001199	"mucosa of stomach"
MP:0010779	"abnormal stomach muscularis externa morphology"	UBERON:0008856	"stomach muscularis externa"
MP:0010806	"abnormal stomach muscularis mucosa morphology"	UBERON:0001203	"muscularis mucosae of stomach"
MP:0000472	"abnormal stomach non-glandular epithelium morphology"	UBERON:0010040	"stomach non-glandular epithelium"
MP:0010790	"abnormal stomach pyloric antrum morphology"	UBERON:0001165	"pyloric antrum"
MP:0010785	"abnormal stomach pyloric region morphology"	UBERON:0001166	"pylorus"
MP:0010793	"abnormal stomach serosa morphology"	UBERON:0001201	"serosa of stomach"
MP:0010780	"abnormal stomach smooth muscle circular layer morphology"	UBERON:0008857	"stomach smooth muscle circular layer"
MP:0010804	"abnormal stomach smooth muscle inner oblique layer morphology"	UBERON:0008862	"stomach smooth muscle inner oblique layer"
MP:0010805	"abnormal stomach smooth muscle outer longitudinal layer morphology"	UBERON:0008863	"stomach smooth muscle outer longitudinal layer"
MP:0010794	"abnormal stomach submucosa morphology"	UBERON:0001200	"submucosa of stomach"
MP:0010783	"abnormal stomach wall morphology"	UBERON:0001167	"wall of stomach"
MP:0012522	"abnormal stomodeum morphology"	UBERON:0000930	"stomodeum"
MP:0020552	"abnormal stria medullaris morphology"	UBERON:0006086	"stria medullaris"
MP:0004367	"abnormal strial intermediate cell morphology"	CL:0002486	"strial intermediate cell"
MP:0004366	"abnormal strial marginal cell morphology"	CL:0002492	"strial marginal cell"
MP:0004077	"abnormal striatum morphology"	UBERON:0002435	"striatum"
MP:0009918	"abnormal stylohyoid ligament morphology"	UBERON:0004361	"stylohyoid ligament"
MP:0008023	"abnormal styloid process morphology"	UBERON:0003960	"styloid process of temporal bone"
MP:0009032	"abnormal subarachnoid cistern morphology"	UBERON:0004050	"subarachnoid cistern"
MP:0009027	"abnormal subarachnoid space morphology"	UBERON:0000315	"subarachnoid space"
MP:0009822	"abnormal subarcuate fossa morphology"	UBERON:0003995	"subarcuate fossa"
MP:0003395	"abnormal subclavian artery morphology"	UBERON:0001533	"subclavian artery"
MP:0009716	"abnormal subcommissural organ morphology"	UBERON:0002139	"subcommissural organ"
MP:0010546	"abnormal subendocardium layer morphology"	UBERON:0005984	"subendocardium layer"
MP:0008287	"abnormal subiculum morphology"	UBERON:0002191	"subiculum"
MP:0009527	"abnormal sublingual duct morphology"	UBERON:0001838	"sublingual duct"
MP:0010105	"abnormal sublingual ganglion morphology"	UBERON:0005407	"sublingual ganglion"
MP:0004035	"abnormal sublingual gland morphology"	UBERON:0001832	"sublingual gland"
MP:0009525	"abnormal submandibular duct morphology"	UBERON:0002334	"submandibular duct"
MP:0001035	"abnormal submandibular ganglion morphology"	UBERON:0002059	"submandibular ganglion"
MP:0003793	"abnormal submandibular gland morphology"	UBERON:0001736	"submandibular gland"
MP:0009627	"abnormal submandibular lymph node morphology"	UBERON:0002520	"submandibular lymph node"
MP:0014033	"abnormal submucosal gland morphology"	UBERON:0011148	"submucosal gland"
MP:0010800	"abnormal submucous nerve plexus morphology"	UBERON:0005304	"submucous nerve plexus"
MP:0008440	"abnormal subplate morphology"	UBERON:0004035	"cortical subplate"
MP:0000836	"abnormal substantia nigra morphology"	UBERON:0002038	"substantia nigra"
MP:0013219	"abnormal substantia nigra pars compacta morphology"	UBERON:0001965	"substantia nigra pars compacta"
MP:0013218	"abnormal substantia nigra pars reticulata morphology"	UBERON:0001966	"substantia nigra pars reticulata"
MP:0000835	"abnormal subthalamic nucleus morphology"	UBERON:0001906	"subthalamic nucleus"
MP:0000834	"abnormal subthalamus morphology"	UBERON:0001900	"ventral thalamus"
MP:0000046	"abnormal sulcus ampullaris morphology"	UBERON:0009038	"sulcus ampullaris"
MP:0014015	"abnormal superior cerebellar artery morphology"	UBERON:0001635	"superior cerebellar artery"
MP:0009987	"abnormal superior cerebellar peduncle morphology"	UBERON:0002150	"superior cerebellar peduncle"
MP:0001011	"abnormal superior cervical ganglion morphology"	UBERON:0001989	"superior cervical ganglion"
MP:0001097	"abnormal superior glossopharyngeal ganglion morphology"	UBERON:0005361	"superior glossopharyngeal IX ganglion"
MP:0013983	"abnormal superior mesenteric vein morphology"	UBERON:0001138	"superior mesenteric vein"
MP:0000802	"abnormal superior temporal gyrus morphology"	UBERON:0002769	"superior temporal gyrus"
MP:0001101	"abnormal superior vagus ganglion morphology"	UBERON:0005364	"superior vagus X ganglion"
MP:0006064	"abnormal superior vena cava morphology"	UBERON:0001585	"anterior vena cava"
MP:0000800	"abnormal supplemetal motor cortex morphology"	UBERON:0016636	"supplemental motor cortex"
MP:0020841	"abnormal supporting cell of carotid body morphology"	CL:0002256	"supporting cell of carotid body"
MP:0008847	"abnormal suprachiasmatic nucleus morphology"	UBERON:0002034	"suprachiasmatic nucleus"
MP:0030240	"abnormal suprahyoid muscle morphology"	UBERON:0008571	"suprahyoid muscle"
MP:0000797	"abnormal supramarginal gyrus morphology"	UBERON:0002688	"supramarginal gyrus"
MP:0000078	"abnormal supraoccipital bone morphology"	UBERON:0004747	"supraoccipital bone"
MP:0008846	"abnormal supraoptic nucleus morphology"	UBERON:0001929	"supraoptic nucleus"
MP:0012532	"abnormal surface ectoderm morphology"	UBERON:0000076	"external ectoderm"
MP:0000674	"abnormal sweat gland morphology"	UBERON:0001820	"sweat gland"
MP:0020361	"abnormal symmetric synapse morphology"	GO:0032280	"symmetric synapse"
MP:0008319	"abnormal sympathetic afferent fiber morphology"	UBERON:0003965	"sympathetic afferent fiber"
MP:0001008	"abnormal sympathetic ganglion morphology"	UBERON:0001806	"sympathetic ganglion"
MP:0001007	"abnormal sympathetic system morphology"	UBERON:0000013	"sympathetic nervous system"
MP:0020503	"abnormal sympathetic trunk morphology"	UBERON:0000407	"sympathetic trunk"
MP:0009538	"abnormal synapse morphology"	GO:0045202	"synapse"
MP:0008571	"abnormal synaptic bouton morphology"	GO:0043195	"terminal bouton"
MP:0004769	"abnormal synaptic vesicle morphology"	GO:0008021	"synaptic vesicle"
MP:0011531	"abnormal syncytiotrophoblast morphology"	CL:0000525	"syncytiotrophoblast cell"
MP:0011655	"abnormal systemic artery morphology"	UBERON:0004573	"systemic artery"
MP:0002861	"abnormal tail bud morphology"	UBERON:0002533	"post-anal tail bud"
MP:0011258	"abnormal tail fold morphology"	UBERON:0009747	"tail fold of embryonic disc"
MP:0002111	"abnormal tail morphology"	UBERON:0007812	"post-anal tail"
MP:0013177	"abnormal tail tip morphology"	UBERON:0010162	"post-anal tail tip"
MP:0008787	"abnormal tailgut morphology"	UBERON:0004045	"tailgut"
MP:0005109	"abnormal talus morphology"	UBERON:0002395	"talus"
MP:0005104	"abnormal tarsal bone morphology"	UBERON:0001447	"tarsal bone"
MP:0001002	"abnormal taste bud morphology"	UBERON:0001727	"taste bud"
MP:0003149	"abnormal tectorial membrane morphology"	UBERON:0002233	"tectorial membrane of cochlea"
MP:0006104	"abnormal tectum morphology"	UBERON:0002314	"midbrain tectum"
MP:0006100	"abnormal tegmentum morphology"	UBERON:0001943	"midbrain tegmentum"
MP:0013306	"abnormal tela choroidea morphology"	UBERON:0005283	"tela choroidea"
MP:0000787	"abnormal telencephalon morphology"	UBERON:0001893	"telencephalon"
MP:0010207	"abnormal telomere morphology"	GO:0000781	"chromosome, telomeric region"
MP:0005272	"abnormal temporal bone morphology"	UBERON:0001678	"temporal bone"
MP:0030319	"abnormal temporal bone petrous part morphology"	UBERON:0001694	"petrous part of temporal bone"
MP:0004423	"abnormal temporal bone squamous part morphology"	UBERON:0001695	"squamous part of temporal bone"
MP:0030320	"abnormal temporal bone tympanic part morphology"	UBERON:0010066	"tympanic plate"
MP:0030261	"abnormal temporal bone zygomatic process morphology"	UBERON:0004655	"zygomatic process of temporal bone"
MP:0000801	"abnormal temporal lobe morphology"	UBERON:0001871	"temporal lobe"
MP:0004239	"abnormal temporalis muscle morphology"	UBERON:0001598	"temporalis muscle"
MP:0030330	"abnormal temporomandibular joint disk morphology"	UBERON:0011319	"disk of temporomandibular joint"
MP:0011210	"abnormal temporomandibular joint morphology"	UBERON:0003700	"temporomandibular joint"
MP:0011643	"abnormal tendon collagen fibril morphology"	UBERON:0011864	"tendon collagen fibril"
MP:0005503	"abnormal tendon morphology"	UBERON:0000043	"tendon"
MP:0030159	"abnormal tensor tympani muscle morphology"	UBERON:0001600	"tensor tympani"
MP:0002268	"abnormal terminal bronchiole morphology"	UBERON:0002187	"terminal bronchiole"
MP:0011416	"abnormal testis interstitial tissue morphology"	UBERON:0005212	"Leydig cell region of testis"
MP:0001146	"abnormal testis morphology"	UBERON:0000473	"testis"
MP:0013738	"abnormal testis tunica albuginea morphology"	UBERON:0006643	"tunica albuginea of testis"
MP:0013739	"abnormal testis tunica vaginalis morphology"	UBERON:0006650	"tunica vaginalis testis"
MP:0000832	"abnormal thalamus morphology"	UBERON:0001897	"dorsal plus ventral thalamus"
MP:0009367	"abnormal theca externa"	UBERON:0000156	"theca externa"
MP:0009365	"abnormal theca folliculi"	UBERON:0000155	"theca cell layer"
MP:0009366	"abnormal theca interna"	UBERON:0000157	"theca interna"
MP:0000971	"abnormal thermoreceptor morphology"	CL:0000205	"thermoreceptor cell"
MP:0006356	"abnormal third pharyngeal arch artery morphology"	UBERON:0003120	"pharyngeal arch artery 3"
MP:0006339	"abnormal third pharyngeal arch morphology"	UBERON:0003114	"pharyngeal arch 3"
MP:0013225	"abnormal third pharyngeal pouch morphology"	UBERON:0007124	"pharyngeal pouch 3"
MP:0000826	"abnormal third ventricle morphology"	UBERON:0002286	"third ventricle"
MP:0010468	"abnormal thoracic aorta morphology"	UBERON:0001515	"thoracic aorta"
MP:0004624	"abnormal thoracic cage morphology"	UBERON:0003252	"thoracic rib cage"
MP:0004733	"abnormal thoracic cavity morphology"	UBERON:0002224	"thoracic cavity"
MP:0004107	"abnormal thoracic duct morphology"	UBERON:0001631	"thoracic duct"
MP:0013712	"abnormal thoracic mammary gland morphology"	UBERON:0005200	"thoracic mammary gland"
MP:0003047	"abnormal thoracic vertebrae morphology"	UBERON:0002347	"thoracic vertebra"
MP:0010370	"abnormal throat morphology"	UBERON:0000341	"throat"
MP:0002368	"abnormal thymus capsule morphology"	UBERON:0002122	"capsule of thymus"
MP:0002371	"abnormal thymus cortex morphology"	UBERON:0002123	"cortex of thymus"
MP:0009543	"abnormal thymus corticomedullary boundary morphology"	UBERON:0003988	"thymus corticomedullary boundary"
MP:0009544	"abnormal thymus epithelium morphology"	UBERON:0003846	"thymus epithelium"
MP:0002367	"abnormal thymus lobule morphology"	UBERON:0002125	"thymus lobule"
MP:0002375	"abnormal thymus medulla morphology"	UBERON:0002124	"medulla of thymus"
MP:0000703	"abnormal thymus morphology"	UBERON:0002370	"thymus"
MP:0002369	"abnormal thymus subcapsular epithelium morphology"	UBERON:0006936	"thymus subcapsular epithelium"
MP:0002370	"abnormal thymus trabecula morphology"	UBERON:0004791	"thymus trabecula"
MP:0013235	"abnormal thyroglossal duct morphology"	UBERON:0002254	"thyroglossal duct"
MP:0002260	"abnormal thyroid cartilage morphology"	UBERON:0001738	"thyroid cartilage"
MP:0004696	"abnormal thyroid follicle morphology"	UBERON:0005305	"thyroid follicle"
MP:0013162	"abnormal thyroid gland isthmus morphology"	UBERON:0001609	"isthmus of thyroid gland"
MP:0000681	"abnormal thyroid gland morphology"	UBERON:0002046	"thyroid gland"
MP:0008326	"abnormal thyrotroph morphology"	CL:0000476	"thyrotroph"
MP:0000558	"abnormal tibia morphology"	UBERON:0000979	"tibia"
MP:0003083	"abnormal tibialis anterior morphology"	UBERON:0001385	"tibialis anterior"
MP:0000764	"abnormal tongue epithelium morphology"	UBERON:0003357	"epithelium of tongue"
MP:0013234	"abnormal tongue foramen cecum morphology"	UBERON:0006699	"foramen cecum of tongue"
MP:0013263	"abnormal tongue frenulum morphology"	UBERON:0006689	"frenulum of tongue"
MP:0000762	"abnormal tongue morphology"	UBERON:0001723	"tongue"
MP:0004136	"abnormal tongue muscle morphology"	UBERON:0000378	"tongue muscle"
MP:0000765	"abnormal tongue squamous epithelium morphology"	UBERON:0006919	"tongue squamous epithelium"
MP:0003930	"abnormal tooth hard tissue morphology"	UBERON:0010365	"odontoid tissue"
MP:0002100	"abnormal tooth morphology"	UBERON:0001091	"calcareous tooth"
MP:0030503	"abnormal tooth neck morphology"	UBERON:0015181	"neck of tooth"
MP:0030510	"abnormal tooth placode morphology"	UBERON:0005087	"tooth placode"
MP:0030493	"abnormal tooth root morphology"	UBERON:0003677	"tooth root"
MP:0004067	"abnormal trabecula carnea morphology"	UBERON:0002511	"trabecula carnea"
MP:0000130	"abnormal trabecular bone morphology"	UBERON:0002483	"trabecular bone tissue"
MP:0005203	"abnormal trabecular meshwork morphology"	UBERON:0005969	"eye trabecular meshwork"
MP:0013494	"abnormal trachea gland morphology"	UBERON:0005203	"trachea gland"
MP:0002282	"abnormal trachea morphology"	UBERON:0003126	"trachea"
MP:0013493	"abnormal trachea submucosa morphology"	UBERON:0002202	"submucosa of trachea"
MP:0003120	"abnormal tracheal cartilage morphology"	UBERON:0003604	"trachea cartilage"
MP:0002285	"abnormal tracheal ciliated epithelium morphology"	UBERON:0001901	"epithelium of trachea"
MP:0002284	"abnormal tracheal smooth muscle morphology"	UBERON:0003387	"smooth muscle of trachea"
MP:0008188	"abnormal transitional stage B cell morphology"	CL:0000818	"transitional stage B cell"
MP:0009919	"abnormal transitional stage T1 B cell morphology"	CL:0000958	"T1 B cell"
MP:0009920	"abnormal transitional stage T2 B cell morphology"	CL:0000959	"T2 B cell"
MP:0009921	"abnormal transitional stage T3 B cell morphology"	CL:0000960	"T3 B cell"
MP:0000803	"abnormal transverse gyrus of Heschl morphology"	UBERON:0003939	"transverse gyrus of Heschl"
MP:0010621	"abnormal tricuspid valve anulus morphology"	UBERON:0005997	"tricuspid valve anulus"
MP:0010622	"abnormal tricuspid valve cusp morphology"	UBERON:0005998	"tricuspid valve cusp"
MP:0002624	"abnormal tricuspid valve morphology"	UBERON:0002134	"tricuspid valve"
MP:0000906	"abnormal trigeminal V mesencephalic nucleus morphology"	UBERON:0001718	"mesencephalic nucleus of trigeminal nerve"
MP:0001092	"abnormal trigeminal ganglion morphology"	UBERON:0001675	"trigeminal ganglion"
MP:0000911	"abnormal trigeminal motor nucleus morphology"	UBERON:0002633	"motor nucleus of trigeminal nerve"
MP:0001065	"abnormal trigeminal nerve morphology"	UBERON:0001645	"trigeminal nerve"
MP:0004627	"abnormal trochanter morphology"	UBERON:0000980	"trochanter"
MP:0001063	"abnormal trochlear nerve morphology"	UBERON:0001644	"trochlear nerve"
MP:0005028	"abnormal trophectoderm morphology"	UBERON:0004345	"trophectoderm"
MP:0005033	"abnormal trophoblast giant cell morphology"	CL:0002488	"trophoblast giant cell"
MP:0008958	"abnormal trophoblast glycogen cell morphology"	CL:0000326	"glycogen accumulating cell"
MP:0005031	"abnormal trophoblast layer morphology"	UBERON:0000088	"trophoblast"
MP:0013013	"abnormal trunk neural crest cell morphology"	CL:0000011	"migratory trunk neural crest cell"
MP:0002386	"abnormal tubal tonsil morphology"	UBERON:0003949	"tubal tonsil"
MP:0003448	"abnormal tumor morphology"	MPATH:218	"neoplasm"
MP:0013808	"abnormal tunnel of Corti morphology"	UBERON:0005972	"tunnel of Corti"
MP:0002244	"abnormal turbinate morphology"	UBERON:0001762	"turbinate bone"
MP:0030154	"abnormal tympanic cavity morphology"	UBERON:0004114	"tympanic cavity"
MP:0030156	"abnormal tympanic cavity muscle morphology"	UBERON:0004113	"muscle of auditory ossicle"
MP:0006018	"abnormal tympanic membrane morphology"	UBERON:0002364	"tympanic membrane"
MP:0000030	"abnormal tympanic ring morphology"	UBERON:0002218	"tympanic ring"
MP:0020840	"abnormal type I cell of carotid body morphology"	CL:0002292	"type I cell of carotid body"
MP:0002274	"abnormal type I pneumocyte morphology"	CL:0002062	"type I pneumocyte"
MP:0002275	"abnormal type II pneumocyte morphology"	CL:0002063	"type II pneumocyte"
MP:0005108	"abnormal ulna morphology"	UBERON:0001424	"ulna"
MP:0012300	"abnormal umbilical cord blood vessel morphology"	UBERON:0010260	"umbilical blood vessel"
MP:0001725	"abnormal umbilical cord morphology"	UBERON:0002331	"umbilical cord"
MP:0010667	"abnormal umbilical vein morphology"	UBERON:0002066	"umbilical vein"
MP:0030137	"abnormal upper incisor morphology"	UBERON:0003450	"upper jaw incisor"
MP:0012523	"abnormal upper lip morphology"	UBERON:0001834	"upper lip"
MP:0012526	"abnormal upper rhombic lip morphology"	UBERON:0009841	"upper rhombic lip"
MP:0003616	"abnormal urachus morphology"	UBERON:0002068	"urachus"
MP:0000534	"abnormal ureter morphology"	UBERON:0000056	"ureter"
MP:0011426	"abnormal ureter smooth muscle morphology"	UBERON:0009919	"ureter smooth muscle"
MP:0011484	"abnormal ureter urothelium morphology"	UBERON:0001254	"urothelium of ureter"
MP:0011783	"abnormal ureteral orifice morphology"	UBERON:0012303	"ureteral orifice"
MP:0006032	"abnormal ureteric bud morphology"	UBERON:0000084	"ureteric bud"
MP:0011760	"abnormal ureteric bud tip morphology"	UBERON:0006364	"ureteric bud tip"
MP:0011761	"abnormal ureteric bud trunk morphology"	UBERON:0012238	"ureteric bud trunk"
MP:0011487	"abnormal ureteropelvic junction morphology"	UBERON:0009972	"ureteropelvic junction"
MP:0011488	"abnormal ureterovesical junction morphology"	UBERON:0009973	"ureterovesical junction"
MP:0000537	"abnormal urethra morphology"	UBERON:0000057	"urethra"
MP:0011485	"abnormal urethra urothelium morphology"	UBERON:0004787	"urethra urothelium"
MP:0011840	"abnormal urethral crest morphology"	UBERON:0012296	"urethral crest"
MP:0011792	"abnormal urethral gland morphology"	UBERON:0001338	"urethral gland"
MP:0011773	"abnormal urinary bladder blood vessel morphology"	UBERON:0012239	"urinary bladder vasculature"
MP:0011774	"abnormal urinary bladder detrusor smooth muscle morphology"	UBERON:0000381	"urinary bladder detrusor smooth muscle"
MP:0011785	"abnormal urinary bladder fundus morphology"	UBERON:0006082	"fundus of urinary bladder"
MP:0000538	"abnormal urinary bladder morphology"	UBERON:0001255	"urinary bladder"
MP:0011766	"abnormal urinary bladder mucosa morphology"	UBERON:0001259	"mucosa of urinary bladder"
MP:0011784	"abnormal urinary bladder neck morphology"	UBERON:0001258	"neck of urinary bladder"
MP:0011768	"abnormal urinary bladder trigone morphology"	UBERON:0001257	"trigone of urinary bladder"
MP:0000540	"abnormal urinary bladder urothelium morphology"	UBERON:0004645	"urinary bladder urothelium"
MP:0011835	"abnormal urogenital fold morphology"	UBERON:0004876	"urogenital fold"
MP:0011853	"abnormal urorectal septum morphology"	UBERON:0005760	"urorectal septum"
MP:0008054	"abnormal uterine NK cell morphology"	CL:0002343	"decidual natural killer cell"
MP:0003995	"abnormal uterine artery morphology"	UBERON:0002493	"uterine artery"
MP:0001137	"abnormal uterine cervix epithelium morphology"	UBERON:0004801	"cervix epithelium"
MP:0001135	"abnormal uterine cervix morphology"	UBERON:0000002	"uterine cervix"
MP:0001138	"abnormal uterine cervix squamous epithelium morphology"	UBERON:0006922	"cervix squamous epithelium"
MP:0008900	"abnormal uterine fat pad morphology"	UBERON:0014394	"uterine fat pad"
MP:0009085	"abnormal uterine horn morphology"	UBERON:0002247	"uterine horn"
MP:0012726	"abnormal uterine spiral artery morphology"	UBERON:0015171	"uterine spiral artery"
MP:0009466	"abnormal uterine tube infundibulum morphology"	UBERON:0003984	"uterine tube infundibulum"
MP:0001120	"abnormal uterus morphology"	UBERON:0000995	"uterus"
MP:0009260	"abnormal utricle duct morphology"	UBERON:0003977	"utricle duct"
MP:0006090	"abnormal utricle morphology"	UBERON:0001853	"utricle of membranous labyrinth"
MP:0009261	"abnormal utricle valve morphology"	UBERON:0003979	"utricle valve"
MP:0004333	"abnormal utricular macula morphology"	UBERON:0002214	"macula of utricle of membranous labyrinth"
MP:0005197	"abnormal uvea morphology"	UBERON:0001768	"uvea"
MP:0001140	"abnormal vagina epithelium morphology"	UBERON:0001344	"epithelium of vagina"
MP:0001139	"abnormal vagina morphology"	UBERON:0000996	"vagina"
MP:0001142	"abnormal vagina orifice morphology"	UBERON:0012317	"vagina orifice"
MP:0011848	"abnormal vagina vestibule morphology"	UBERON:0008330	"vestibule of vagina"
MP:0001100	"abnormal vagus ganglion morphology"	UBERON:0005362	"vagus X ganglion"
MP:0001074	"abnormal vagus nerve morphology"	UBERON:0001759	"vagus nerve"
MP:0002769	"abnormal vas deferens morphology"	UBERON:0001000	"vas deferens"
MP:0006055	"abnormal vascular endothelial cell morphology"	CL:0002139	"endothelial cell of vascular tree"
MP:0005592	"abnormal vascular smooth muscle morphology"	UBERON:0004237	"blood vessel smooth muscle"
MP:0002725	"abnormal vein morphology"	UBERON:0001638	"vein"
MP:0006062	"abnormal vena cava morphology"	UBERON:0004087	"vena cava"
MP:0010497	"abnormal vena cava sinus morphology"	UBERON:0005981	"vena cava sinus"
MP:0008220	"abnormal ventral commissure morphology"	UBERON:0005341	"ventral commissure"
MP:0012713	"abnormal ventral ectodermal ridge morphology"	UBERON:0015855	"ventral ectodermal ridge"
MP:0013867	"abnormal ventral pancreas morphology"	UBERON:0003924	"ventral pancreatic bud"
MP:0003993	"abnormal ventral spinal root morphology"	UBERON:0002260	"ventral root of spinal cord"
MP:0004103	"abnormal ventral striatum morphology"	UBERON:0005403	"ventral striatum"
MP:0010494	"abnormal ventricle endocardium morphology"	UBERON:0001081	"endocardium of ventricle"
MP:0010499	"abnormal ventricle myocardium morphology"	UBERON:0001083	"myocardium of ventricle"
MP:0004058	"abnormal ventricle papillary muscle morphology"	UBERON:0002494	"papillary muscle of heart"
MP:0020556	"abnormal ventromedial hypothalamic nucleus morphology"	UBERON:0001935	"ventromedial nucleus of hypothalamus"
MP:0004125	"abnormal venule morphology"	UBERON:0001979	"venule"
MP:0000137	"abnormal vertebrae morphology"	UBERON:0002412	"vertebra"
MP:0004599	"abnormal vertebral arch morphology"	UBERON:0003861	"neural arch"
MP:0011513	"abnormal vertebral artery morphology"	UBERON:0001535	"vertebral artery"
MP:0000141	"abnormal vertebral body morphology"	UBERON:0001075	"bony vertebral centrum"
MP:0004605	"abnormal vertebral lamina morphology"	UBERON:0004662	"vertebra lamina"
MP:0004604	"abnormal vertebral pedicle morphology"	UBERON:0001078	"pedicle of vertebra"
MP:0004775	"abnormal vestibular dark cell morphology"	CL:0000846	"vestibular dark cell"
MP:0002856	"abnormal vestibular ganglion morphology"	UBERON:0002824	"vestibular ganglion"
MP:0002623	"abnormal vestibular hair cell morphology"	CL:0000609	"vestibular hair cell"
MP:0004718	"abnormal vestibular nerve morphology"	UBERON:0003723	"vestibular nerve"
MP:0004330	"abnormal vestibular saccular macula morphology"	UBERON:0002212	"macula of saccule of membranous labyrinth"
MP:0006089	"abnormal vestibular saccule morphology"	UBERON:0001854	"saccule of membranous labyrinth"
MP:0003703	"abnormal vestibulocochlear ganglion morphology"	UBERON:0002827	"vestibulocochlear ganglion"
MP:0001072	"abnormal vestibulocochlear nerve morphology"	UBERON:0001648	"vestibulocochlear nerve"
MP:0010234	"abnormal vibrissa follicle morphology"	UBERON:0010419	"vibrissa follicle"
MP:0002098	"abnormal vibrissa morphology"	UBERON:0011933	"vibrissa unit"
MP:0011186	"abnormal visceral endoderm morphology"	UBERON:0004877	"visceral endoderm"
MP:0010821	"abnormal visceral pleura morphology"	UBERON:0002401	"visceral pleura"
MP:0011204	"abnormal visceral yolk sac blood island morphology"	UBERON:0011919	"yolk sac blood island"
MP:0011201	"abnormal visceral yolk sac cavity morphology"	UBERON:0009743	"visceral yolk sac cavity"
MP:0001718	"abnormal visceral yolk sac morphology"	UBERON:0008852	"visceral yolk sac"
MP:0005274	"abnormal viscerocranium morphology"	UBERON:0011156	"facial skeleton"
MP:0000805	"abnormal visual cortex morphology"	UBERON:0002436	"primary visual cortex"
MP:0010664	"abnormal vitelline artery morphology"	UBERON:0006002	"vitelline artery"
MP:0003229	"abnormal vitelline vasculature morphology"	UBERON:0004374	"vitelline vasculature"
MP:0010666	"abnormal vitelline vein morphology"	UBERON:0005487	"vitelline vein"
MP:0000098	"abnormal vomer bone morphology"	UBERON:0002396	"vomer"
MP:0002243	"abnormal vomeronasal organ morphology"	UBERON:0002255	"vomeronasal organ"
MP:0011679	"abnormal vomeronasal sensory neuron morphology"	CL:1001561	"vomeronasal sensory neuron"
MP:0002970	"abnormal white adipose tissue morphology"	UBERON:0001347	"white adipose tissue"
MP:0009117	"abnormal white fat cell morphology"	CL:0000448	"white fat cell"
MP:0000159	"abnormal xiphoid process morphology"	UBERON:0006430	"xiphoid cartilage"
MP:0011247	"abnormal yolk sac hematopoietic stem cell morphology"	CL:0002354	"yolk sac hematopoietic stem cell"
MP:0012528	"abnormal zone of polarizing activity morphology"	UBERON:0005414	"zone of polarizing activity"
MP:0004469	"abnormal zygomatic arch morphology"	UBERON:0002500	"zygomatic arch"
MP:0005270	"abnormal zygomatic bone morphology"	UBERON:0001683	"jugal bone"
